"id","user_id","created_at","lang","text","bullying_traces","type","form","teasing","author_role","emotion"
102108993798946816,16932848,"2011-08-12 20:07:35","en","There's never a wrong time to talk about bullying. The more we talk, the more we can work to put a stop to it. HTTPLINK","n","","","","",""
102112583921844224,26651671,"2011-08-12 20:21:51","en","Bully is a good movie. A f*cked up movie but still a good movie. Kinda hard to recommend to people. A lil too graphic for some I think.","n","","","","",""
102114460658970624,58877012,"2011-08-12 20:29:19","en","how u rappin over the internet? hahaha cyber bully ima call silence hurts on yo ass","n","","","","",""
102116454245212160,83105406,"2011-08-12 20:37:14","en","@USER @USER looooool how do I bully you shyyy? and the random 9 yr old started it! hahahaaa","y","denial","other","y","bully","none"
102122468185088000,48960532,"2011-08-12 21:01:08","en","@USER lol your welcome. When is your next non bully fight?","n","","","","",""
102123672097144832,195933944,"2011-08-12 21:05:55","pt","@USER EI COISA LINDA VOCÊ NUNCA ME MANDA BEIJO! ISSO É BULLYING! HAHAHA (L)...","n","","","","",""
102124994200477696,105859129,"2011-08-12 21:11:10","pt","tou sofrendo bullying da minha prima MAIS NOVA, essa piriguete!","n","","","","",""
102125204947468288,139244096,"2011-08-12 21:12:00","en","#ebz Oh gather round me bully boys  And I'll zing you a zong  Of the windless waveless sunless Ze... HTTPLINK","n","","","","",""
102128320229031936,236591492,"2011-08-12 21:24:23","en","Rebecca Black Quits Middle School After Bullying HTTPLINK","y","report","other","n","reporter","none"
102130271113064448,20825919,"2011-08-12 21:32:08","pt","Gente, ninguém vê todo esse bullying que o Nhonho sofre? ""Se por um lado eu sou gordo..."" - ""Pelo outro também!""... #chaves","n","","","","",""
102134188102266880,33791279,"2011-08-12 21:47:42","en","@USER hahaha she bully's you? poor thing! Shes so cool to me","y","self-disclosure","other","n","defender","empathy"
102135510885081088,83257607,"2011-08-12 21:52:58","en","Id be a muthafuckin bully","n","","","","",""
102137316902051840,174749643,"2011-08-12 22:00:08","en","Cyber bullying: Out you go! | Malay Mail Online HTTPLINK","n","","","","",""
102138055284101120,257264182,"2011-08-12 22:03:04","pt","@USER não toh ameaçando mas é um fato.. tah rolando bullying na sala e eu vou na direção contar, fazendo minha parte, outro fato q +","n","","","","",""
102138484604678144,295796530,"2011-08-12 22:04:47","en","#notw #hacking The awkward years: Bow ties and blue dreadlocks, padded bras and bullying: w... HTTPLINK HTTPLINK","n","","","","",""
102140024740528128,282030383,"2011-08-12 22:10:54","en","@USER But Kyuhyun said like that Minnie !! Your fans bullying him !! Hahaha","y","report","other","n","reporter","none"
102146498606804992,96900728,"2011-08-12 22:36:37","en","So Rebecca Black was bullied so much she had to drop out of middle school and become home-schooled instead.......","y","report","other","n","reporter","none"
102150864604643328,59330478,"2011-08-12 22:53:58","pt","orkut sofrendo um puta bullying do facebook, processa ele.","n","","","","",""
102151870759452672,43617750,"2011-08-12 22:57:58","pt","@USER vem logo, tou sendo gongada por estar em casa ainda. rs Bullying!!","n","","","","",""
102151950879047680,187262417,"2011-08-12 22:58:17","pt","''OOOOOOOOOOI AMOOR'' ''oi''= bullying.","n","","","","",""
102152254894772224,31188613,"2011-08-12 22:59:30","en","@USER You're a bully.","y","accusation","other","n","accuser","none"
102152636203151360,246685999,"2011-08-12 23:01:01","en","@USER shyt iono.. i got hella shyt.. esp rockstar.. off the top of my head, the gta's..bully..re4..PrinceOfPersias..TwistedMetalBlack..etc","n","","","","",""
102154099805523968,64575921,"2011-08-12 23:06:49","en","My son is home from camp and had so much to talk about! Not to mention, he made a lot of friends and stood up to a cussing bully :O","y","report","verbal","n","reporter","none"
102156061884166144,257674391,"2011-08-12 23:14:37","en","biggie is a WAY better rapper than tupac - line for line he would get bullied it wouldn't even be fair tbh, i feel sorry just imagining it","n","","","","",""
102157616800727040,174023504,"2011-08-12 23:20:48","en","@USER plz dnt tell me u a twitter bully lol","y","accusation","cyberbullying","y","accuser","none"
102160685722640384,285832025,"2011-08-12 23:33:00","en","I'm glad my mommy's not a bully towards me.","n","","","","",""
102163459965321216,35550484,"2011-08-12 23:44:01","pt","Até a Bela sofria bullying... na música dela, falam ""todo mundo aqui acha que ela é filha de um matusquela.""","n","","","","",""
102167366250659840,37456830,"2011-08-12 23:59:32","tl","@USER meh. Yung bully.","n","","","","",""
102167456805695488,223988887,"2011-08-12 23:59:54","nl","even alle bully beatdown afleveringen gedownload van season 1 en 2 :)","n","","","","",""
102168467469381632,206129124,"2011-08-13 00:03:55","en","Information: Bully CR-605L 605 Series 2 in 1 Receiver Hitch Mount Step with LED Brake Light HTTPLINK","n","","","","",""
102168953568235520,16248357,"2011-08-13 00:05:51","en","Big Education Ape: End Homophobic Bullying? Michelle Rhee Speaks at Church Conference Despite Anti-Gay Allegations - HTTPLINK","n","","","","",""
102169858040537088,51365716,"2011-08-13 00:09:27","en","@USER @USER Wow!!!  Bully!!","y","report","other","n","reporter","none"
102170586641465344,156520539,"2011-08-13 00:12:20","en","@USER iMiss seeing your face on the weekends bully :/","y","accusation","other","y","accuser","none"
102172627057123328,33126589,"2011-08-13 00:20:27","en","I'm far from a bully but I ain't no punk","y","denial","other","n","bully","none"
102173349643436032,59381286,"2011-08-13 00:23:19","en","Project Bully ALSATIAN SHEPHERD owners beware of Breed Specific Legislation: A lot of times the ALSATIAN SHEPHER... HTTPLINK","n","","","","",""
102176620395241472,332065393,"2011-08-13 00:36:19","en","@USER AND A week is a LONG time for Jeff to work his bully magic. I predict Adam leaving this week if she takes the deal #bb13","y","report","other","n","reporter","none"
102179422085459968,193537834,"2011-08-13 00:47:27","en","""@USER: Help #itGetsBetter fight antigay bullying & prevent suicide. Vote now for us to win $250K HTTPLINK"" #stormcrazies","n","","","","",""
102193456578953216,60176212,"2011-08-13 01:43:13","en","Lmfao my moms a bully","y","report","other","y","reporter","none"
102195091506069504,98929003,"2011-08-13 01:49:43","en","I don't even understand how you could bully someone....it's just. Mean. Like. Be nice and grow up.","n","","","","",""
102195161202823168,224270985,"2011-08-13 01:49:59","pt","Dou um empurrão em uma pessoa, isso se chama : - › EU : Empurrão. › › SOCIEDADE : Bullying ! HTTPLINK","n","","","","",""
102196513794555904,303006163,"2011-08-13 01:55:22","pt","Dou um empurrão em uma pessoa, isso se chama : - › EU : Empurrão. › › SOCIEDADE : Bullying ! HTTPLINK","n","","","","",""
102196648024879104,23926035,"2011-08-13 01:55:54","en","""@USER: stop fucking bullying. #NOH8 every girls should see this---&gt; HTTPLINK""","n","","","","",""
102196835317325824,275784822,"2011-08-13 01:56:38","en","@USER Stop Bullying !!! I LOVE YOU SO MUCH,FOLLOW ME PLASE? #yesIcan 59","y","report","other","n","reporter","none"
102200003287715840,21774456,"2011-08-13 02:09:14","en","Being bullied into admitting someone's cute, never thought that would happen :|","y","self-disclosure","other","y","victim","none"
102201285138329600,267021306,"2011-08-13 02:14:19","en","@USER Thank you for supporting Casey Heynis in his quest to #StopBullying and for your stand against #bullying ","n","","","","",""
102205745470242816,282671850,"2011-08-13 02:32:03","en","@USER aww hugss loool u was bullying me not long ago","y","self-disclosure","other","y","victim","none"
102206417217392640,226320672,"2011-08-13 02:34:43","pt","Bullying: O gesto mais idiota, estúpido e irracional que um ser humano pode praticar.","n","","","","",""
102208708163014656,93920692,"2011-08-13 02:43:49","pt","malena: você já sofreu bullying? eu: não, eu só pratico HAHAHAHA to brincando ta malena, eu sou uma pessoa muito amável *-*","n","","","","",""
102209565466181632,53227456,"2011-08-13 02:47:14","pt","@USER Fui desenhar um boi no caderno fazendo ciclo de doença e uma amiga: vc desenhou um CACHORRO porqueeee??? #bullying","n","","","","",""
102212896095866880,221829152,"2011-08-13 03:00:28","pt","eu sofro bullying.","n","","","","",""
102214079179014144,218332786,"2011-08-13 03:05:10","pt","@USER kkkkkkkkkkkkkkkkkkkkkk', Meeu, vooc tem muita sorte nao nao me puxar,pq se nao vooc sofreria bulling, e seria muito encrenquera","n","","","","",""
102214633116540928,236596333,"2011-08-13 03:07:22","en","@USER Loved how enthusiastic you were yesterday about the anti-bullying campaign we're working on! Let's connect soon.","n","","","","",""
102214986465681408,83543989,"2011-08-13 03:08:46","es","#FF para @USER  mi compañera de #bullying con #NinelConde jajajajajaja y xq me divierteee un chiorrooo chismear con ella :P","n","","","","",""
102215573718577152,197911936,"2011-08-13 03:11:06","en","@USER you're a bully -_-","y","accusation","other","n","accuser","none"
102218253237092352,154700219,"2011-08-13 03:21:45","en","@USER bullying? cero","n","","","","",""
102219330120458240,255200060,"2011-08-13 03:26:02","en","You is a bully","y","accusation","other","n","accuser","none"
102219441806376960,172776701,"2011-08-13 03:26:28","en","I strongly dislike people who think they can bully people just because they are different.","n","","","","",""
102219757717164032,333455314,"2011-08-13 03:27:44","pt","a sobrinha do @USER vai cometer bullying IUSHAISHA","n","","","","",""
102220895476662272,263318216,"2011-08-13 03:32:15","en","@USER STOP THE BULLYING","n","","","","",""
102224132967636992,68733084,"2011-08-13 03:45:07","pt","bullying da twitcan com a @USER e @USER, acho palho sás coisas","n","","","","",""
102226213682155520,148475373,"2011-08-13 03:53:23","pt","Hoje em dia se você falar que gosta do Neymar você sofre Bullying  =X","n","","","","",""
102227729113550848,65627144,"2011-08-13 03:59:24","in","Sebelah kanan saya ini melet saya bully. (¬_¬)","n","","","","",""
102228922984439808,120307232,"2011-08-13 04:04:09","es","mi correo me hace bullying.","n","","","","",""
102232061070426112,21152306,"2011-08-13 04:16:37","pt","Aquele momento bullying na granja quando rebaixam o ""frango à passarinho""... #Rá","n","","","","",""
102234511873544192,198629262,"2011-08-13 04:26:21","en","@USER whoa. seriously? what a bully.","y","report","other","n","reporter","none"
102236564091973632,60206837,"2011-08-13 04:34:31","pt","sofro bulling do amor","n","","","","",""
102240119502811136,238975188,"2011-08-13 04:48:38","pt","vooç nao sabe o que e raiva quando  vc ta jogano bully ae o poha da polia te pega  isso sim e #raiva","n","","","","",""
102241438569476096,50421238,"2011-08-13 04:53:53","en","@USER You are actually bullying me by telling me not to bully.","y","denial","other","n","bully","none"
102257712435441664,318607866,"2011-08-13 05:58:33","en","I saw @USER whoop some ass today on bully beat down and man did he whoop that ass!!! Fk bullies","n","","","","",""
102262577479950336,35574837,"2011-08-13 06:17:53","en","Check this video out -- REBECCA BLACK BULLIED OUT OF SCHOOL! - Justin & Selena Statue? iCarly Bu... HTTPLINK via @USER","n","","","","",""
102262837472272384,309966755,"2011-08-13 06:18:55","en","@USER lol cause your a bully u want to beat every one ass rich talkn about blowin stuff up and u talkin about punch n sumone lol","y","accusation","physical","n","accuser","none"
102276232586067968,116741207,"2011-08-13 07:12:08","en","#digitalmusic Rebecca Black Quits Middle School After Bullying (Mashable) HTTPLINK","n","","","","",""
102282707765170176,20338347,"2011-08-13 07:37:52","en","@USER We received a package from Secret's anti-bullying campaign. Did you ever see that little metal locker? It was a part of it.","n","","","","",""
102283425716764672,310110072,"2011-08-13 07:40:43","en","@USER Guess what?!!? IM getting a tattoo that says #GRAND or ""Starve a bully,feed your soul"" on my wrist! but a real one! #WEIRD","n","","","","",""
102288864885997568,11486062,"2011-08-13 08:02:20","en","@USER  just watched #newsnight  not easy to deal with a bully like  #starkey. well done.  #jaimie'sdreamschool nightmare teacher","n","","","","",""
102292186133045248,25166752,"2011-08-13 08:15:32","en","@USER The idea of tolerance is long gone.. the new idea is if u want somthing take it.. even if u have to bully ppl  @USER","n","","","","",""
102293156560769024,40330773,"2011-08-13 08:19:23","en","Dear Mother Nature, I wish you would stop fucking shit up cuz U aint making this recession no betta & if we go you aint gon have no1 2 bully","n","","","","",""
102293920901378048,297273258,"2011-08-13 08:22:25","en","@USER yeah, I was cyberbullied & actually bullied but it's fine. I'm better now. I promise I won't delete my accnt. LOVE &lt;3","y","self-disclosure","cyberbullying","n","victim","none"
102303767868874752,104862963,"2011-08-13 09:01:33","en","So sad. Come here kana bullied everyday. ):","y","self-disclosure","other","n","victim","sadness"
102309558839549952,116801304,"2011-08-13 09:24:34","en","who wants to be in an Anti-Bullying video?????! HTTPLINK HTTPLINK !♥","n","","","","",""
102313064346558464,320127972,"2011-08-13 09:38:30","en","@USER @USER @USER @USER ur all wrong randles is off monsters inc! #bossfilm! Now leave kay alone ya big bully! Xx","y","self-disclosure","other","n","defender","none"
102328276634173440,57869243,"2011-08-13 10:38:56","en","Rebecca Black Quits Middle School After Bullying (Mashable) HTTPLINK","n","","","","",""
102328768416321536,34717199,"2011-08-13 10:40:54","pt","@USER a @USER disse que já posso #himbernar. #panda #bulling #casamento te cuida que vc pode ser o #proximo","n","","","","",""
102330365208821760,290509951,"2011-08-13 10:47:14","en","@USER cuz, we kinda bullied my mum into cancelling it, and Hannah went on her sleepover'xoxoxo","y","self-disclosure","other","n","bully","none"
102334301122732032,44610621,"2011-08-13 11:02:53","en","#News :- 'Financial Services Compensation Scheme reprimanded for bullying ...' HTTPLINK","n","","","","",""
102334304759193600,174327020,"2011-08-13 11:02:54","en","seems like Anna team bullying the Indian gov","n","","","","",""
102334832918536192,204194376,"2011-08-13 11:05:00","en","@USER I have proof that you asked me to sub back, and you cyber bullied Jesse Elliott.","y","accusation","other","n","accuser","none"
102337877526056960,353365965,"2011-08-13 11:17:06","en","@USER @USER we need the Philly Broad Street Bully on this #PhillySupportPhillydvd","n","","","","",""
102338114521010176,149933177,"2011-08-13 11:18:02","pt","Acho bullying chamar um movimento de retardado, ó","n","","","","",""
102340674116001792,75077357,"2011-08-13 11:28:12","es","@USER la propia @USER cuando publica noticias de carreras en paro, dice #ahoraletocaalaPUC... el bullying funcionó =P","n","","","","",""
102344022051405824,146016487,"2011-08-13 11:41:30","en","@USER its not bullying if he goes there and hits all the machines and employees :p","n","","","","",""
102345391357431808,20783489,"2011-08-13 11:46:57","en","@USER And they're both good additions, although quiet lately. 3D know the business. Bully is a great heel, and Devon got buff!","n","","","","",""
102356760471420928,257497228,"2011-08-13 12:32:08","en","I had a horrible dream last night :( getting bullied is a horrible thing!!","n","","","","",""
102360227931885568,177098671,"2011-08-13 12:45:54","en","wen the water is comin up=yu go and bully the water befo it drowns yu=or be nice and try an work out why u cursed?=if yu wanna live at all","n","","","","",""
102360756888158208,77088569,"2011-08-13 12:48:00","en","Dear hair, now ur just being a bully! #leavemyfacealone!","n","","","","",""
102361955922227200,36479492,"2011-08-13 12:52:46","en","ISPCC's anti-bullying campaign - HTTPLINK","n","","","","",""
102367302518972416,19649190,"2011-08-13 13:14:01","en","Can someone show me a fota of the bully from glee?","n","","","","",""
102375089621831680,14642196,"2011-08-13 13:44:58","en","The Cruelty Crisis: Bullying Isn't a School Problem, It's a National Pastime | Psychology Today HTTPLINK","n","","","","",""
102379185410027520,189880806,"2011-08-13 14:01:14","en","I liked a @USER video HTTPLINK Jessica Jarrell Bullying","n","","","","",""
102379268159451136,221148639,"2011-08-13 14:01:34","en","@USER thanks xx :D believe it or not it's the main thing I've been bullied about in the past! Xxx","y","self-disclosure","other","n","victim","none"
102381010817265664,80461042,"2011-08-13 14:08:29","en","Bullying conference is going pretty well. Good stuff so far.","n","","","","",""
102388203541106688,134447522,"2011-08-13 14:37:04","en","@USER haha same ! but im kinda proud of royce for standing up for herself cuhs i felt like they always tried to bully her . !","y","report","other","n","reporter","none"
102389432610594816,326483089,"2011-08-13 14:41:57","en","Bullying Has Got Too Stop....... the title of the book I am writing.","n","","","","",""
102393061732134912,268058564,"2011-08-13 14:56:22","en","@USER @USER no la..juz dun wan bully her...see she dissapear again....","n","","","","",""
102393457498271744,12029502,"2011-08-13 14:57:57","en","@USER @USER  BCCI bullied them 2 play ipl threatening breach of contract.","n","","","","",""
102403026765103104,160657245,"2011-08-13 15:35:58","en","@USER clearly it WAS!! *in my bullying voice!* lls","n","","","","",""
102403309364719616,134307552,"2011-08-13 15:37:06","en","TEAMSTRIZZ.COM"" Check this video out -- @USER Bully Streetz ""Gon Do Ya Hustle"" HTTPLINK via @USER""""""""""""""""""""","n","","","","",""
102404781049528320,104424689,"2011-08-13 15:42:57","en","@USER @USER I where have bully ?","n","","","","",""
102405813561327616,165624076,"2011-08-13 15:47:03","en","He A Bully Towards The Pussy , He Beat It The Fck Up Lmfaoo","n","","","","",""
102407450606575616,340973071,"2011-08-13 15:53:33","en","I beat that pussy up&it don't fight back im a bully.lol @USER","n","","","","",""
102409107490881536,43730951,"2011-08-13 16:00:08","en","We should take the ""Stop The Bullying"" & change it to ""Quit Being A Dick."" #fb","n","","","","",""
102418885063622656,201585537,"2011-08-13 16:38:59","en","His Ass Got 3 Tongue Piercings And His Bully Button Pierced #ThatsWhenIKnew Lls.","n","","","","",""
102423085323522048,100491166,"2011-08-13 16:55:41","in","@USER ooo jdi lu blh bully gw gw ga blh?3-|","n","","","","",""
102423170484678656,25711137,"2011-08-13 16:56:01","en","@USER Check out ""WORK IN DA POT featuring SERIUS JONES"" by South Bully - HTTPLINK","n","","","","",""
102424245925183488,69007353,"2011-08-13 17:00:17","en","@USER @USER @USER why exactly do u have his slipper o.o U bully ppl till take their slipper o.o","y","accusation","other","n","accuser","none"
102428141515055104,65103253,"2011-08-13 17:15:46","pt","Sofrendo bullying por ter vindo de cidade pequena.","n","","","","",""
102428933919744000,75276574,"2011-08-13 17:18:55","en","@USER u bully xinni","n","","","","",""
102433486769627136,53593788,"2011-08-13 17:37:01","en","@USER @USER she bully me :(","y","self-disclosure","other","n","victim","sadness"
102434169556180992,85296853,"2011-08-13 17:39:43","en","How can you be getting bullied into doing shifts. Is your life a joke or?","n","","","","",""
102438126059929600,246671549,"2011-08-13 17:55:27","en","@USER coolest bully around  HTTPLINK","y","report","other","n","reporter","none"
102438864257421312,150672386,"2011-08-13 17:58:23","en","Great news for England cricket,biggest compliment is that they remind me of Aus at their peak,all round class n totally dominate n bully","n","","","","",""
102443824386801664,167246738,"2011-08-13 18:18:05","en","@USER A better justice would have been trying to win the game not bully a player and starting chaos","y","report","other","n","reporter","none"
102443901415206912,130522245,"2011-08-13 18:18:24","en","@USER no jor, I bully Ў☺ΰ in a subtle way, leave d details to me","n","","","","",""
102448065885126656,133665934,"2011-08-13 18:34:56","en","Precious is a bully nyana mos #Precious","n","","","","",""
102453101465833472,245345058,"2011-08-13 18:54:57","en","Rebecca Black Leaves School After Being Bullied HTTPLINK","y","report","other","n","reporter","none"
102456954470932480,196318040,"2011-08-13 19:10:16","en","@USER rip wat r u threatenin me on tha web u bully","n","","","","",""
102457191897890816,295126294,"2011-08-13 19:11:12","en","Listen to Deputy PM Nick Clegg avoid questions about his conviction for arson. HTTPLINK - Clegg not in Bully club but Tory Party","n","","","","",""
102458995624779776,52481416,"2011-08-13 19:18:22","en","@USER he was just unfairly antagonized by that bully Barton that I wanted on our team! Bastad that one! Lol","y","report","other","n","reporter","none"
102459163208204288,105815996,"2011-08-13 19:19:02","en","That awkward moment when you realise your dad used to bully Snape. #Awkward #HarryPotter","n","","","","",""
102460530152849408,30957567,"2011-08-13 19:24:28","en","HOBY Takes the Lead on Bullying @ #HOBYTI. So happy to work w/ an organization that cares about what is happening with the students we serve","n","","","","",""
102464700528345088,194246486,"2011-08-13 19:41:02","en","I'm such a bully .. *","y","self-disclosure","other","n","bully","none"
102466120837111808,16616476,"2011-08-13 19:46:41","en","Bully Bachmann Staffers Shove CNN Reporter—to Avoid Answering Questions? | AlterNet HTTPLINK  #p2","n","","","","",""
102467162219880448,313467156,"2011-08-13 19:50:49","pt","Se você tem problemas com bullying, compre um cafeteira.","n","","","","",""
102477847611969536,350526309,"2011-08-13 20:33:17","en","@USER I'm gettin really bullied on here for likin u girls are takin the mick","y","self-disclosure","cyberbullying","n","victim","none"
102482947180990464,237565275,"2011-08-13 20:53:33","en","@USER big ass bully!","y","accusation","other","n","accuser","anger"
102487783892987904,269985944,"2011-08-13 21:12:46","es","#Bully verga dejame jugar @USER","n","","","","",""
102489792058626048,93907655,"2011-08-13 21:20:45","en","@USER good to see that u dont possess the arrogance which anderson showed when sachin was batting.. he literally tried to bully him.","y","report","other","n","reporter","none"
102493909141291008,28018653,"2011-08-13 21:37:06","en","Tristan a bully lol","y","report","other","n","reporter","none"
102494175618007040,311044458,"2011-08-13 21:38:10","en","So why is everybody bullying @USER  tonight? If he want to tweet u, he will. It will just take time and one day it will be u:) x","y","self-disclosure","cyberbullying","n","defender","none"
102496927802859520,27072007,"2011-08-13 21:49:06","en","@USER @USER What an idiot @USER is. Nothing but a bully!!!!","y","report","other","n","reporter","anger"
102498426712895488,16562933,"2011-08-13 21:55:03","en","Dharun Ravi wants the #TylerClementi case to be dismissed. HTTPLINK #LGBT #Bullying #HateCrime","n","","","","",""
102499846199590912,190132856,"2011-08-13 22:00:42","en","Rebecca Black quits school over bullying  HTTPLINK","y","report","other","n","reporter","none"
102501581320232960,348559031,"2011-08-13 22:07:36","en","@USER  STARVE A BULLY, FEED YOUR SOUL. #STANDGRAND :)&lt;3","n","","","","",""
102503480199086080,58066831,"2011-08-13 22:15:08","pt","@USER O jogo Bully que tem no seu site é legendado em portugues","n","","","","",""
102504054218956800,81427921,"2011-08-13 22:17:25","en","I have a serious question for all of you. How many of you have children who have been victims of bullying? How did you deal with it?","n","","","","",""
102509915083513856,264434735,"2011-08-13 22:40:42","pt","Agora, tudo é bullying. Aff.","n","","","","",""
102512516629921792,256670322,"2011-08-13 22:51:03","en","@USER wtf! Nothing to do with me! Nadim and christian, I was to busy bullying jake :P","y","self-disclosure","other","y","bully","none"
102513594234699776,228305170,"2011-08-13 22:55:20","en","@USER haha! They're actually pictures from an anti-bullying campaign, blessem","n","","","","",""
102513926402613248,61462546,"2011-08-13 22:56:39","en","What planet is Suzy obrien on? What makes her peroxided brain think schools aren't taking cyber bullying seriously? Any ideas ms critic ?","n","","","","",""
102517289655603200,31530021,"2011-08-13 23:10:01","en","Alicia has just given a shit about bullying & Animal abuse. Give a Shit at Give-a-Shit.org
#giveashit","n","","","","",""
102521375729786880,250921609,"2011-08-13 23:26:15","en","Bullying: HTTPLINK","n","","","","",""
102521688901693440,283241426,"2011-08-13 23:27:30","en","Bro, I was put on this earth to be Cody Simpson's soul mate. Not someone you can bully because of it.","n","","","","",""
102524330189131776,172679155,"2011-08-13 23:37:59","en","my ma a bully .","y","report","other","n","reporter","none"
102524454965477376,36583324,"2011-08-13 23:38:29","pt","E tudo não passou de trollagem do @USER. Pra vcs verem que tipo de bullying eu sofro dos colegas de repartição.","n","","","","",""
102531310492450816,91012437,"2011-08-14 00:05:44","pt","vo me meter mais nessa brincadeira de criança não, agora isso sim é BULLYING, ESTOU INDIGNADA com esse povo da terceira e segunda cia","n","","","","",""
102533497637437440,70412906,"2011-08-14 00:14:25","en","For those keeping score at home- cousin who just had massive heart-attack is trying to bully the doctors into letting her out one day early.","y","report","other","n","reporter","none"
102533927679438848,101116702,"2011-08-14 00:16:08","en","Getting bullied by your boyfriend.","n","","","","",""
102535212579295232,51149669,"2011-08-14 00:21:14","en","@USER who bullying u","y","self-disclosure","other","n","defender","none"
102536158550036480,329047293,"2011-08-14 00:24:59","en","BULLYING is NOT ok. I really want everyone to get a long. This is such a big problem all around the world! #StopBullying","n","","","","",""
102538883446734848,203623462,"2011-08-14 00:35:49","pt","@USER KKKKKKKKKKKKKK, muuuito ""made in paraguai"" KKKK pobre heello, sofrendo bullying","n","","","","",""
102543015549222912,279139616,"2011-08-14 00:52:14","es","@USER Hey!! Bully dile a Sandy q me siga!!!! aaaaaaaaaaaah... xD te creas","n","","","","",""
102544753048035328,185466563,"2011-08-14 00:59:08","en","@USER awe! hahah how cute. i hate the mostttt when kids bully him, i seriously want to strangle them all. -___-","y","report","other","n","reporter","none"
102545561076510720,18412950,"2011-08-14 01:02:21","en","Glad to be back home! I missed my bed (as stated earlier)! & I finally have fast internet & cable! Oh, & (bullying) my mother.. LOL","y","self-disclosure","other","y","bully","none"
102546123742384128,264086682,"2011-08-14 01:04:35","en","@USER CAN WE SAY UR A BULLY","n","","","","",""
102548186366885888,103713441,"2011-08-14 01:12:47","pt","@USER nao so, to sofrendo bullying, vo chama minha mae proce","n","","","","",""
102549173668294656,323321322,"2011-08-14 01:16:42","en","@USER i love your stomp out bullying video! very inspirational(: i think i will enter...♥ HTTPLINK)","n","","","","",""
102549305382014976,162904928,"2011-08-14 01:17:14","en","I'm a girl who deals with bad acne, weight issues and low self esteem. I get bullied everyday by people and... HTTPLINK","y","self-disclosure","other","n","victim","none"
102559462358913024,66781571,"2011-08-14 01:57:35","en","""fine. if you won't give me money, i'll go bully reid for lunch money.""","n","","","","",""
102560708532781056,29558158,"2011-08-14 02:02:33","en","@USER Some people get under my skin , espically when they are bullying my sister &lt;3 :P","y","report","other","n","reporter","none"
102562182289555456,229040180,"2011-08-14 02:08:24","pt","E eu aqui numa hora dessas...só pra sofrer bullying da @USER  @USER  @USER  no Facebook","n","","","","",""
102562426406449152,172104371,"2011-08-14 02:09:22","en","""Starve a bully, feed your soul.. STAND #GRAND!"" This isn't just a quote, but a way of life.. (: Thanks @USER &lt;3","n","","","","",""
102563020382810112,98268419,"2011-08-14 02:11:44","en","i don't think sutter should of gave in now the media think they can bully people with there words and make them leave social media","y","report","other","n","reporter","none"
102565631676780544,58294162,"2011-08-14 02:22:06","es","@USER jajaja yo no hago bullying, soy buena! ;) y sii soy muy enamoradiza! x'D","n","","","","",""
102568902214688768,12489872,"2011-08-14 02:35:06","en","Caught @USER sprawled on his side, chewing on his bully bone like a lazy bum. Then he noticed me...","n","","","","",""
102570861785137152,236652028,"2011-08-14 02:42:53","es","@USER Cachai que estoy de mi celu e.e xdd te tengo una historia pa q me hagai bulling, el martes te la cuento,Dormire,adios :B","n","","","","",""
102572730393690112,156785998,"2011-08-14 02:50:19","pt","sobro bullying, as pessoas me excluem né @USER =(","n","","","","",""
102573279860105216,40184014,"2011-08-14 02:52:30","en","@USER did you really wash his watch - and I'm NOT scary - that's bullying - I'm gonna report you if you say that again -","y","accusation","verbal","n","accuser","none"
102573933328482304,49775688,"2011-08-14 02:55:06","pt","zoar Botafoguense é bullying, zoar Fluminense é homofobia, zoar Vascaíno gera um processo no PROCON (freguês tem sempre razão).","n","","","","",""
102574954582781952,279293600,"2011-08-14 02:59:09","en","@USER I can tell lol. That, and you bully me. What happened to all those good times we shared?!","y","self-disclosure","other","y","victim","none"
102575034517815296,151981328,"2011-08-14 02:59:28","en","@USER whatttt? Me? Never,I seen that little shitty shit shit movie Cyber Bully. ctfu","n","","","","",""
102576588402593792,172528161,"2011-08-14 03:05:39","en","Group: Michelle Obama Turning Fat Kids Into Bullying Targets With ‘Let’s Move’ Campaign HTTPLINK","n","","","","",""
102584410221711360,72824255,"2011-08-14 03:36:43","en","i usually can stand jim gray but today i was rooting for him to bully that inept ref #boxing @USER","n","","","","",""
102586403300454400,228551945,"2011-08-14 03:44:39","vi","@USER quên cái thằng con rơi rớt của appa m sao? nó DỮ lắm, bữa nào phải dạy bảo nó mới được kẻo ko tương lai bị bully là chết","n","","","","",""
102587440497307648,47533312,"2011-08-14 03:48:46","es","@USER jajaja para de hacer bullying mujer!! xD","n","","","","",""
102589212209070080,71069588,"2011-08-14 03:55:48","en","#WWYD if You saw the kids who bullied MB?","y","report","other","n","reporter","none"
102596305574051840,105673740,"2011-08-14 04:24:00","es","Mis hermanas me hacen bullying :(","n","","","","",""
102602121601486848,157907938,"2011-08-14 04:47:06","en","Middle school, I was a bully; 9th grade, I was a bully; 10th grade, I was a bully; 11th grade, I was bullied; 12th grade, didn't give a fuck","y","self-disclosure","other","n","bully","none"
102606116449566720,179570413,"2011-08-14 05:02:59","tl","@USER suuuuuuuumemo, bulling nela ! hahahah","n","","","","",""
102609695126192128,174000862,"2011-08-14 05:17:12","en","“@USER: Some of these folks are not even fans of J.H. They just want to cyber bully. Well they'll be reported as #SPAM ☺”-I want em","y","report","cyberbullying","n","reporter","none"
